Title	Chapters	Department	Course Title
Maxwell's Equations and Electromagnetic Waves II	Chapter 4: Relativity and Maxwell’s Equations 	Physics	Fundamentals of Physics II
Maxwell's Equations and Electromagnetic Waves II	Chapter 5: Deducing the Presence of Magnetism 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics I	Chapter 1: Light as an Electromagnetic Phenomenon 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics I	Chapter 2: Review of Geometrical (Classical) Optics 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics I	Chapter 3: Fermat’s Principle of Least Time and Its Corollaries 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics II	Chapter 1: Parabolic and Spherical Mirrors 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics II	Chapter 2: Lenses 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics II	Chapter 3: Focal Point 	Physics	Fundamentals of Physics II
Ray or Geometrical Optics II	Chapter 4: Magnifying Lenses 	Physics	Fundamentals of Physics II
Wave Theory of Light	Chapter 1: Revisions to Geometric Optics 	Physics	Fundamentals of Physics II
Wave Theory of Light	Chapter 2: Young’s Double Slit Experiment 	Physics	Fundamentals of Physics II
Wave Theory of Light	Chapter 3: Interference and Diffraction of Light 	Physics	Fundamentals of Physics II
Quantum Mechanics I: Key Experiments and Wave-Particle Duality	Chapter 1: Recap of Young’s Double Slit Experiment 	Physics	Fundamentals of Physics II
Quantum Mechanics I: Key Experiments and Wave-Particle Duality	Chapter 2: The Particulate Nature of Light 	Physics	Fundamentals of Physics II
Quantum Mechanics I: Key Experiments and Wave-Particle Duality	Chapter 3: The Photoelectric Effect 	Physics	Fundamentals of Physics II
Quantum Mechanics I: Key Experiments and Wave-Particle Duality	Chapter 4: Compton’s Scattering 	Physics	Fundamentals of Physics II
Quantum Mechanics I: Key Experiments and Wave-Particle Duality	Chapter 5: Particle-Wave Duality of Matter 	Physics	Fundamentals of Physics II
Quantum Mechanics I: Key Experiments and Wave-Particle Duality	Chapter 6: The Uncertainty Principle 	Physics	Fundamentals of Physics II
Quantum Mechanics II	Chapter 1: Review of Double Slit Experiment Using Electrons 	Physics	Fundamentals of Physics II
Quantum Mechanics II	Chapter 2: Heisenberg’s Uncertainty Principle 	Physics	Fundamentals of Physics II
Quantum Mechanics II	Chapter 3: The Probability Density Function of an Electron 	Physics	Fundamentals of Physics II
Quantum Mechanics III	Chapter 1: Review of the Particle Wave Function 	Physics	Fundamentals of Physics II
Quantum Mechanics III	Chapter 2: Particle on a Ring 	Physics	Fundamentals of Physics II
Quantum Mechanics III	Chapter 3: The Measurement Postulate 	Physics	Fundamentals of Physics II
Quantum Mechanics IV: Measurement Theory, States of Definite Energy	Chapter 1: Review of Wave Functions 	Physics	Fundamentals of Physics II
Quantum Mechanics IV: Measurement Theory, States of Definite Energy	Chapter 2: The Schrödinger Equation 	Physics	Fundamentals of Physics II
Quantum Mechanics IV: Measurement Theory, States of Definite Energy	Chapter 3: Quantization of Energy 	Physics	Fundamentals of Physics II
Quantum Mechanics IV: Measurement Theory, States of Definite Energy	Chapter 4: Particle in a Box 	Physics	Fundamentals of Physics II
Quantum Mechanics V: Particle in a Box	Chapter 1: Review of Wave Functions 	Physics	Fundamentals of Physics II
Quantum Mechanics V: Particle in a Box	Chapter 2: Particle on a Ring 	Physics	Fundamentals of Physics II
Quantum Mechanics V: Particle in a Box	Chapter 3: Particle in a Box 	Physics	Fundamentals of Physics II
Quantum Mechanics V: Particle in a Box	Chapter 4: Scattering 	Physics	Fundamentals of Physics II
Quantum Mechanics VI: Time-Dependent Schrödinger Equation	Chapter 1: The “Theory of Nearly Everything” 	Physics	Fundamentals of Physics II
Quantum Mechanics VI: Time-Dependent Schrödinger Equation	Chapter 2: The Time-Dependent Schrödinger Equation 	Physics	Fundamentals of Physics II
Quantum Mechanics VI: Time-Dependent Schrödinger Equation	Chapter 3: Stationary States 	Physics	Fundamentals of Physics II
Quantum Mechanics VII: Summary of Postulates and Special Topics	Chapter 1: Major Postulates of Quantum Mechanics 	Physics	Fundamentals of Physics II
Quantum Mechanics VII: Summary of Postulates and Special Topics	Chapter 2: Applications of Quantum Mechanics 	Physics	Fundamentals of Physics II
Quantum Mechanics VII: Summary of Postulates and Special Topics	Chapter 3: Energy-Time Uncertainty Principle 	Physics	Fundamentals of Physics II
Quantum Mechanics VII: Summary of Postulates and Special Topics	Chapter 4: Quantum Mechanics of More Than One Particle 	Physics	Fundamentals of Physics II
Exploding Worlds and Course Introduction	Chapter 1. Introduction and Class Agenda 	Political Science	Capitalism: Success, Crisis, and Reform
Exploding Worlds and Course Introduction	Chapter 2. Capital 	Political Science	Capitalism: Success, Crisis, and Reform
Exploding Worlds and Course Introduction	Chapter 3. Capitalism 	Political Science	Capitalism: Success, Crisis, and Reform
Exploding Worlds and Course Introduction	Chapter 4. Course Outline 	Political Science	Capitalism: Success, Crisis, and Reform
Thomas Malthus and Inevitable Poverty	Chapter 1. Introduction 	Political Science	Capitalism: Success, Crisis, and Reform
Thomas Malthus and Inevitable Poverty	Chapter 2. Mapping the Surge 	Political Science	Capitalism: Success, Crisis, and Reform
Thomas Malthus and Inevitable Poverty	Chapter 3. Malthus and the Logic of Perpetual Poverty 	Political Science	Capitalism: Success, Crisis, and Reform
Thomas Malthus and Inevitable Poverty	Chapter 4. Gregory Clarke’s Explorations 	Political Science	Capitalism: Success, Crisis, and Reform
Thomas Malthus and Inevitable Poverty	Chapter 5. Biology Gone Good 	Political Science	Capitalism: Success, Crisis, and Reform
Counting the Fingers of Adam Smith's Invisible Hand	Chapter 1. Course Recap 	Political Science	Capitalism: Success, Crisis, and Reform
Counting the Fingers of Adam Smith's Invisible Hand	Chapter 2. When Is the Invisible Hand Truly Invisible? 	Political Science	Capitalism: Success, Crisis, and Reform
Counting the Fingers of Adam Smith's Invisible Hand	Chapter 3. Smith and Smithism in Today’s World, with Jim Alexander 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 1. Introduction 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 2. Marxist Historicism 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 3. Monopoly Capitalism 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 4. Falling Rates of Profit 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 5. Immiseration of the Working Class in Late Capitalism 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 6. Inevitable Revolution in Advanced Capitalist Systems 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 7. Theory of the Universal Class 	Political Science	Capitalism: Success, Crisis, and Reform
Karl Marx, Joseph Schumpeter, and an Economic System Incapable of Coming to Rest	Chapter 8. Withering Away of the State 	Political Science	Capitalism: Success, Crisis, and Reform
Property, Freedom, and the Essential Job of Government	Chapter 1. Introduction 	Political Science	Capitalism: Success, Crisis, and Reform
Property, Freedom, and the Essential Job of Government	Chapter 2. The Hayek Framework 	Political Science	Capitalism: Success, Crisis, and Reform
Property, Freedom, and the Essential Job of Government	Chapter 3. The Nation State Framework 	Political Science	Capitalism: Success, Crisis, and Reform
Property, Freedom, and the Essential Job of Government	Chapter 4. The De Soto Framework 	Political Science	Capitalism: Success, Crisis, and Reform
Rise of the Joint Stock Corporation	Chapter 1. Introduction 	Political Science	Capitalism: Success, Crisis, and Reform
Rise of the Joint Stock Corporation	Chapter 2. The Double Challenge Faced by Railroads 	Political Science	Capitalism: Success, Crisis, and Reform
Rise of the Joint Stock Corporation	Chapter 3. The Joint Stock Corporation and Its Main Alternatives 	Political Science	Capitalism: Success, Crisis, and Reform
Can You Sell a Scheme for Operating on Beating Hearts and Make a Business of It?	Chapter 1. Introduction 	Political Science	Capitalism: Success, Crisis, and Reform
Can You Sell a Scheme for Operating on Beating Hearts and Make a Business of It?	Chapter 2. Case Discussion: CardioThoracic Systems 	Political Science	Capitalism: Success, Crisis, and Reform
Can You Sell a Scheme for Operating on Beating Hearts and Make a Business of It?	Chapter 3. CardioThoracic Systems: Competition 	Political Science	Capitalism: Success, Crisis, and Reform
Can You Sell a Scheme for Operating on Beating Hearts and Make a Business of It?	Chapter 4. CardioThoracic Systems: Buyer Issues 	Political Science	Capitalism: Success, Crisis, and Reform
Can You Sell a Scheme for Operating on Beating Hearts and Make a Business of It?	Chapter 5. Case Summary: CardioThoracic Systems 	Political Science	Capitalism: Success, Crisis, and Reform
Mortal Life Cycle of a Great Technology	Chapter 1. Video: Former CEOs of Polaroid 	Political Science	Capitalism: Success, Crisis, and Reform
Mortal Life Cycle of a Great Technology	Chapter 2. Case Discussion: Polaroid: Creation and Destruction Inside the Family Camera 	Political Science	Capitalism: Success, Crisis, and Reform
Mortal Life Cycle of a Great Technology	Chapter 3. Polaroid: Vertical Integration 	Political Science	Capitalism: Success, Crisis, and Reform
Mortal Life Cycle of a Great Technology	Chapter 4. Polaroid: Why Did the Company Fail? 	Political Science	Capitalism: Success, Crisis, and Reform
Mortal Life Cycle of a Great Technology	Chapter 5. Polaroid: What Could Have Been Done to Save the Company? 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Jim Alexander: Managing the Crooked E	Chapter 1. Introduction 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Jim Alexander: Managing the Crooked E	Chapter 2. Enron Backgrounder with Jim Alexander 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Jim Alexander: Managing the Crooked E	Chapter 3. Enron: What Went Wrong? 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Will Goetzmann: Institutions and Incentives in Mortgages and Mortgage-Backed Securities	Chapter 1. Financial History, with Will Goetzmann 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Will Goetzmann: Institutions and Incentives in Mortgages and Mortgage-Backed Securities	Chapter 2. Current Financial Crisis 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Will Goetzmann: Institutions and Incentives in Mortgages and Mortgage-Backed Securities	Chapter 3. Price Growth vs. Subprime Approvals 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Will Goetzmann: Institutions and Incentives in Mortgages and Mortgage-Backed Securities	Chapter 4. Estimating the Relationship between Past Growth and Future Growth in Mortgage Prices 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Will Goetzmann: Institutions and Incentives in Mortgages and Mortgage-Backed Securities	Chapter 5. 2006 Mortgage Regressions 	Political Science	Capitalism: Success, Crisis, and Reform
Guest Lecture by Will Goetzmann: Institutions and Incentives in Mortgages and Mortgage-Backed Securities	Chapter 6. Evidence for Three Demand Effects and Loan Level Likelihood of Approval 	Political Science	Capitalism: Success, Crisis, and Reform
Accountability and Greed in Investment Banking	Chapter 1. Introduction and Agenda 	Political Science	Capitalism: Success, Crisis, and Reform
Accountability and Greed in Investment Banking	Chapter 2. Coase Theorem 	Political Science	Capitalism: Success, Crisis, and Reform
Accountability and Greed in Investment Banking	Chapter 3. Ghen v. Rich (1881) 	Political Science	Capitalism: Success, Crisis, and Reform
Accountability and Greed in Investment Banking	Chapter 4. De Soto in America 	Political Science	Capitalism: Success, Crisis, and Reform
The Mortgage Meltdown in Cleveland	Chapter 1. Introduction: The Mortgage Meltdown in Cleveland 	Political Science	Capitalism: Success, Crisis, and Reform
The Mortgage Meltdown in Cleveland	Chapter 2. Home Ownership in the United States: 1900 - 2000 	Political Science	Capitalism: Success, Crisis, and Reform
The Mortgage Meltdown in Cleveland	Chapter 3. The Home Owners Loan Corporation 	Political Science	Capitalism: Success, Crisis, and Reform
The Mortgage Meltdown in Cleveland	Chapter 4. Case-Schiller Home Price Index and the Mortgage Meltdown in Cleveland 	Political Science	Capitalism: Success, Crisis, and Reform
The Mortgage Meltdown in Cleveland	Chapter 5. Posner and “The Depression of ‘08” 	Political Science	Capitalism: Success, Crisis, and Reform
The Political and Judicial Elements of American Capitalism	Chapter 1. Introduction: Using Merck-Vioxx as a Main Case 	Political Science	Capitalism: Success, Crisis, and Reform
The Political and Judicial Elements of American Capitalism	Chapter 2. Patterned Advantage 	Political Science	Capitalism: Success, Crisis, and Reform
The Political and Judicial Elements of American Capitalism	Chapter 3. Merck Background 	Political Science	Capitalism: Success, Crisis, and Reform
The Political and Judicial Elements of American Capitalism	Chapter 4. Common Law Tradition 	Political Science	Capitalism: Success, Crisis, and Reform
The Political and Judicial Elements of American Capitalism	Chapter 5. The Plaintiff Bar and Mark Lanier 	Political Science	Capitalism: Success, Crisis, and Reform
Mass Affluence Comes to the Western World	Chapter 1. Introduction and Class Agenda 	Political Science	Capitalism: Success, Crisis, and Reform
Mass Affluence Comes to the Western World	Chapter 2. The Capitalist Take-Off 	Political Science	Capitalism: Success, Crisis, and Reform
